date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2025-11-28,2025-11-29T02:40:00Z,Utah Jazz,Sacramento Kings,-128.0909090909091,107.0909090909091,-2.0,2.0,242.0,oddsapi_consensus
2025-11-28,2025-11-29T00:40:00Z,Atlanta Hawks,Cleveland Cavaliers,185.0909090909091,-224.72727272727272,6.0,-6.0,236.5,oddsapi_consensus
2025-11-28,2025-11-29T00:40:00Z,Detroit Pistons,Orlando Magic,-152.63636363636363,128.0909090909091,-3.0,3.0,231.5,oddsapi_consensus
2025-11-28,2025-11-29T00:40:00Z,Brooklyn Nets,Philadelphia 76ers,222.0,-275.0,7.5,-7.5,222.5,oddsapi_consensus
2025-11-28,2025-11-29T00:40:00Z,Charlotte Hornets,Chicago Bulls,117.18181818181819,-139.54545454545453,2.5,-2.5,248.5,oddsapi_consensus
2025-11-28,2025-11-29T00:40:00Z,Indiana Pacers,Washington Wizards,-271.1818181818182,220.0909090909091,-7.0,7.0,240.0,oddsapi_consensus
2025-11-28,2025-11-29T00:40:00Z,New York Knicks,Milwaukee Bucks,-332.27272727272725,262.6363636363636,-8.5,8.5,232.5,oddsapi_consensus
2025-11-28,2025-11-29T03:10:00Z,Los Angeles Lakers,Dallas Mavericks,-490.90909090909093,369.6363636363636,-10.5,10.5,230.5,oddsapi_consensus
2025-11-28,2025-11-29T03:10:00Z,Los Angeles Clippers,Memphis Grizzlies,-252.36363636363637,205.9090909090909,-6.0,6.0,224.5,oddsapi_consensus
2025-11-28,2025-11-29T02:40:00Z,Oklahoma City Thunder,Phoenix Suns,-1021.0,655.7272727272727,-15.0,15.0,225.5,oddsapi_consensus
2025-11-28,2025-11-29T02:40:00Z,Denver Nuggets,San Antonio Spurs,-318.6363636363636,253.9090909090909,-7.5,7.5,237.5,oddsapi_consensus
